rank_today;tier;action;Beteckn;Kommun;status;priority_class;score;Inkomdatum;days_left;valid_until;AnmaldHa;area_ha_geom;Avverktyp;Skogstyp;new_since_last_run;needs_survey;survey_reasons;annex4_inside;protected_plant_inside;priobird_inside;threatened_inside;n_key_species_inside;n_key_species_500;nyckelbiotop_share;hcvf_mean;noble_share;tall_share;natura2000_dist_m;natura2000_nearest;reserve_dist_m;reserve_nearest;species_inside;species_within_150;x_sweref;y_sweref;lon;lat
480;3;"Bevaka; begär tillsyn om avverkning inte skett";A 458-2024;SÖDERKÖPING;Avverkning tillåten: äldre anmälan;Medel;40.5;2024-01-06;-932;2029-01-04;0.5;0.530736086551007;Avverkning för att bevara och utveckla /försöksver;Normal skog;FALSE;TRUE;"nyckelbiotop överlappar; hög skog >= 20 m på 62 %";0;0;0;0;0;1;0.884298227846063;49;0;0.622;663;Uvmarö;663;Uvmarö skärgårdsskog;"";"";609682;6466629;16.87283;58.32688
481;3;"Bevaka; begär tillsyn om avverkning inte skett";A 24012-2024;FINSPÅNG;Avverkning tillåten: äldre anmälan;Medel;40.5;2024-06-13;-773;2029-06-12;0.5;0.519048185003561;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 98 %";0;0;0;0;0;10;0;44.2;0;0.981;4075;Magnehults domänreservat;3404;Pipmossens domänreservat;"";"Goodyera repens (knärot, VU, fridlyst, 2025); Scolytus ratzeburgii (björksplintborre, LC, 2025)";561959;6522899;16.07355;58.84149
482;3;"Bevaka; begär tillsyn om avverkning inte skett";A 42947-2024;FINSPÅNG;Avverkning tillåten: äldre anmälan;Medel;40.5;2024-10-02;-662;2029-10-01;0.4;0.481799520002818;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 93 %";0;0;0;0;0;23;0;17.2;0;0.926;8619;Magnehults domänreservat;5318;Pipmossens domänreservat;"";"Goodyera repens (knärot, VU, fridlyst, 2024); Odontoschisma denudatum (kornknutmossa, LC, 2021); Pyrola chlorantha (grönpyrola, LC, 2024); Acolium inquinans (sotlav, LC, 2021); Dicranum flagellare (flagellkvastmossa, LC, 2021); Hydnellum ferrugineum (dropptaggsvamp, NT, 2021); Cladonia parasitica (dvärgbägarlav, NT, 2022); Hertelidea botryosa (vedskivlav, NT, 2021); Hydnellum peckii (skarp dropptaggsvamp, NT, 2021); Microcalicium ahlneri (kortskaftad ärgspik, NT, 2021); Phellinidium ferrugineofuscum (ullticka, NT, 2022); Sarcodon squamosus (motaggsvamp, NT, 2024)";562134;6527840;16.07796;58.88584
483;3;"Bevaka; begär tillsyn om avverkning inte skett";A 32466-2025;ÖDESHÖG;Avverkning tillåten: äldre anmälan;Medel;40.5;2025-06-30;-391;2030-06-29;0.5;0.493940615301684;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 79); hög skog >= 20 m på 98 %; Natura 2000 inom 420 m (Bonderyd)";0;0;0;0;0;0;0;78.6;0;0.98;420;Bonderyd;4588;Lysings urskog;"";"";485093;6449027;14.74651;58.18223
484;3;"Bevaka; begär tillsyn om avverkning inte skett";A 28876-2023;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Medel;40.4;2023-06-27;-1125;2028-06-25;0.4;0.383150431951911;Föryngringsavverkning;Normal skog;FALSE;TRUE;"nyckelbiotop överlappar; hög skog >= 20 m på 100 %";0;0;0;0;0;1;0.99999999999834;20.6;0;1;4647;Fröjerum;2271;Härvelsbo;"";"";565454;6455924;16.11483;58.23957
485;3;"Bevaka; begär tillsyn om avverkning inte skett";A 42673-2023;SÖDERKÖPING;Avverkning tillåten: äldre anmälan;Medel;40.3;2023-09-12;-1048;2028-09-10;0.3;0.26664799000026;Föryngringsavverkning;Normal skog;FALSE;TRUE;"nyckelbiotop överlappar; hög skog >= 20 m på 100 %";0;0;0;0;0;13;0.201986619045082;62;0;1;4640;Vegalla;4623;Vegalla;"";Porodaedalea pini (tallticka, NT, 2020);571237;6469049;16.21734;58.35653
486;3;"Bevaka; begär tillsyn om avverkning inte skett";A 30114-2024;SÖDERKÖPING;Avverkning tillåten: äldre anmälan;Medel;40.3;2024-07-16;-740;2029-07-15;0.3;0.294628225003462;Föryngringsavverkning;Normal skog;FALSE;TRUE;"nyckelbiotop överlappar; hög skog >= 20 m på 99 %";0;0;0;0;0;1;0.0918422672256176;39.3;0.037;0.989;2229;Norrkrog;1324;Korpberget;"";"";591197;6478839;16.56219;58.44073
487;3;"Bevaka; begär tillsyn om avverkning inte skett";A 21716-2024;KINDA;Avverkning tillåten: äldre anmälan;Medel;40.2;2024-05-30;-787;2029-05-29;0.2;0.238969982501492;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 99 %; Natura 2000 inom 181 m (Jonsbo)";0;0;0;0;0;8;0;30.8;0.002;0.986;181;Jonsbo;7721;Boda;"";Epipactis atrorubens (purpurknipprot, LC, fridlyst, 2008);545561;6424321;15.76992;57.95824
488;3;"Bevaka; begär tillsyn om avverkning inte skett";A 10758-2022;KINDA;Avverkning tillåten: äldre anmälan;Medel;40.1;2022-03-07;-1602;2027-03-06;0.1;0.109539991646074;Föryngringsavverkning;Normal skog;FALSE;TRUE;"nyckelbiotop överlappar; hög skog >= 20 m på 100 %";0;0;0;0;0;0;0.128042278911542;64.6;0;1;6931;Jonsbo;5984;Klefsbergen;"";"";539516;6419853;15.66703;57.91869
489;3;"Bevaka; begär tillsyn om avverkning inte skett";A 30606-2023;MOTALA;Avverkning tillåten: äldre anmälan;Medel;39.9;2023-07-05;-1117;2028-07-03;1.9;1.92162110500634;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 77); hög skog >= 20 m på 98 %";0;0;0;0;0;11;0;77.2;0;0.975;5712;Vättern (norra);817;Flädemo;"";"";502461;6506221;15.04246;58.69617
490;3;"Bevaka; begär tillsyn om avverkning inte skett";A 49934-2024;VALDEMARSVIK;Avverkning tillåten: äldre anmälan;Medel;39.5;2024-11-01;-632;2029-10-31;1.5;1.53623268499007;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 86); hög skog >= 20 m på 97 %";0;0;0;0;0;1;0;86;0;0.968;9459;Stora Ulvebo;660;Käringbergen;"";"";587828;6470128;16.50117;58.36321
491;3;"Bevaka; begär tillsyn om avverkning inte skett";A 58796-2025;FINSPÅNG;Avverkning tillåten: äldre anmälan;Medel;39.3;2025-11-25;-243;2030-11-24;9.3;9.26573030013181;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 74); hög skog >= 20 m på 85 %";0;0;0;0;0;0;0;74.3;0.001;0.85;6447;Prästängsuddens lövskog;3930;Gäddöskogen;"";"";552314;6527264;15.90747;58.88197
492;3;"Bevaka; begär tillsyn om avverkning inte skett";A 126-2024;LINKÖPING;Avverkning tillåten: äldre anmälan;Medel;39;2024-01-03;-935;2029-01-01;1;1.01930362000987;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 91 %";0;0;0;0;1;34;0;46.2;0.066;0.912;1162;Västerby;1162;Västerby lövskogar;Leucobryum glaucum (blåmossa, LC, 2022);"Lucanus cervus (ekoxe, LC, fridlyst, 2026); Microbregma emarginatum (granbarkgnagare, LC, 2022)";540511;6457834;15.69037;58.25973
493;3;"Bevaka; begär tillsyn om avverkning inte skett";A 50034-2025;LINKÖPING;Avverkning tillåten: äldre anmälan;Medel;38.2;2025-10-11;-288;2030-10-10;6.8;6.24019989281672;Avverkning för annat ändamål;Normal skog;FALSE;TRUE;"hotad art (CR/EN/VU) inom området; hög skog >= 20 m på 62 %";0;0;0;1;1;5;0;49.2;0.068;0.617;789;Göta Kanal (Vättern-Roxen);1462;Motala ströms ravin;Ulmus glabra (skogsalm, EN, 2024);"";527089;6484892;15.46484;58.50377
494;3;"Bevaka; begär tillsyn om avverkning inte skett";A 14044-2023;NORRKÖPING;Avverkning tillåten: äldre anmälan;Medel;38.1;2023-03-23;-1221;2028-03-21;1;1.06240781999746;Föryngringsavverkning;Normal skog;FALSE;TRUE;"prioriterad fågelart inom området (4 §); hög skog >= 20 m på 97 %";0;0;1;0;1;18;0;21;0;0.969;4027;Mjälnäs sumpskog;1067;Klinta hällar;Tetrao urogallus (tjäder, LC, prio. fågel, 2025);"";567459;6522055;16.16856;58.83309
495;3;"Bevaka; begär tillsyn om avverkning inte skett";A 45774-2025;SÖDERKÖPING;Avverkning tillåten: äldre anmälan;Medel;38.1;2025-09-23;-306;2030-09-22;7.4;8.06025143923825;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 86 %";0;0;0;0;0;1;0;28;0;0.86;6245;Ramunderberget;3836;Hälla;"";Lucanus cervus (ekoxe, LC, fridlyst, 2020);582418;6477413;16.41134;58.42967
496;3;"Bevaka; begär tillsyn om avverkning inte skett";A 15123-2025;FINSPÅNG;Avverkning tillåten: äldre anmälan;Medel;37.8;2025-03-28;-485;2030-03-27;0.8;0.75860390499467;Föryngringsavverkning;Normal skog;FALSE;TRUE;"allmän fridlyst art (t.ex. orkidé) inom 150 m, ej utlösande; prioriterad fågelart inom området (4 §); hög skog >= 20 m på 69 %";0;0;1;0;1;11;0;7;0;0.688;2224;Magnehults domänreservat;2181;Magnehults domänreservat;Lyrurus tetrix (orre, LC, prio. fågel, 2021);Dactylorhiza maculata (fläcknycklar, LC, fridlyst, 2019);560719;6521516;16.05168;58.82925
497;3;"Bevaka; begär tillsyn om avverkning inte skett";A 11031-2026;NORRKÖPING;Avverkning tillåten: äldre anmälan;Medel;37.4;2026-02-26;-150;2031-02-25;7.4;7.43403206996955;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 77); hög skog >= 20 m på 57 %";0;0;0;0;0;30;0;76.6;0;0.572;524;Bråxvik;524;Bråxvik;"";"Bazzania trilobata (stor revmossa, LC, 2012); Dicranum flagellare (flagellkvastmossa, LC, 2012); Leucobryum glaucum (blåmossa, LC, 2012); Mnium stellare (blek stjärnmossa, LC, 2012); Hypogymnia vittata (skuggblåslav, NT, 2012); Lactarius musteus (tallriska, NT, 2012); Porodaedalea pini (tallticka, NT, 2012); Sarcodon squamosus (motaggsvamp, NT, 2012)";604643;6492148;16.79849;58.55719
498;3;"Bevaka; begär tillsyn om avverkning inte skett";A 7743-2023;FINSPÅNG;Avverkning tillåten: äldre anmälan;Medel;37.2;2023-02-16;-1256;2028-02-15;1.1;1.1639369500021;Avverkning för att bevara och utveckla /försöksver;Ädellövskog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 88); hög skog >= 20 m på 95 %";0;0;0;0;0;2;0;87.5;0.01;0.952;3500;Asketorp;0;Gällsängenskogen;"";"";546781;6524630;15.81096;58.85896
499;3;"Bevaka; begär tillsyn om avverkning inte skett";A 16050-2025;YDRE;Avverkning tillåten: äldre anmälan;Medel;37.2;2025-04-01;-481;2030-03-31;1.2;1.19809607080473;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 76); hög skog >= 20 m på 100 %";0;0;0;0;0;4;0;76.2;0;1;3689;Fagerhult;3;Dämpekulla;"";"";513682;6418782;15.23089;57.91061
500;3;"Bevaka; begär tillsyn om avverkning inte skett";A 14441-2025;NORRKÖPING;Avverkning tillåten: äldre anmälan;Medel;36.9;2025-03-25;-488;2030-03-24;6.8;6.86361865307903;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 86); hög skog >= 20 m på 89 %";0;0;0;0;0;1;0;85.6;0;0.894;1962;Fjällmossen östgötadelen;1170;Bråvikenbranten;"";"";588029;6503752;16.51759;58.66505
501;3;"Bevaka; begär tillsyn om avverkning inte skett";A 33445-2025;KINDA;Avverkning tillåten: äldre anmälan;Medel;36.8;2025-07-03;-388;2030-07-02;0.8;0.759203077855607;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 79); hög skog >= 20 m på 100 %";0;0;0;0;0;31;0;78.8;0;1;2335;Sjökroken;277;Lillören;"";"";524105;6430488;15.40798;58.01532
502;3;"Bevaka; begär tillsyn om avverkning inte skett";A 12094-2022;VALDEMARSVIK;Avverkning tillåten: äldre anmälan;Medel;36.7;2022-03-16;-1593;2027-03-15;6.7;6.71359565257437;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 92); hög skog >= 20 m på 97 %";0;0;0;0;0;1;0;91.9;0;0.973;8945;Passdalsån;522;Forsums gammelskog;"";"";588573;6469112;16.5135;58.35394
503;3;"Bevaka; begär tillsyn om avverkning inte skett";A 26087-2022;FINSPÅNG;Avverkning tillåten: äldre anmälan;Medel;36.5;2022-06-22;-1495;2027-06-21;0.5;0.497748964495678;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 78); hög skog >= 20 m på 65 %";0;0;0;0;0;9;0;77.8;0;0.651;6764;Ölstadsjön;210;Torstorpeskogen;"";"";540964;6506033;15.70673;58.69255
504;3;"Bevaka; begär tillsyn om avverkning inte skett";A 47252-2021;NORRKÖPING;Avverkning tillåten: äldre anmälan;Medel;36.4;2021-09-08;-1782;2026-09-07;6.4;6.37981279941518;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 88 %";0;0;0;0;0;3;0;35;0;0.876;3418;Ramunderberget;2084;Majeldsberget;"";"Lucanus cervus (ekoxe, LC, fridlyst, 2025); Thymelicus lineola (mindre tåtelsmygare, NT, 2021)";582413;6484369;16.41377;58.49212
505;3;"Bevaka; begär tillsyn om avverkning inte skett";A 21473-2022;KINDA;Avverkning tillåten: äldre anmälan;Medel;36.4;2022-05-25;-1523;2027-05-24;6.4;6.39490859859132;Avverkning för att bevara och utveckla /försöksver;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 95 %";0;0;0;0;0;22;0;53.1;0;0.952;1723;Hökhult;1723;Hökhult;"";"Epipactis atrorubens (purpurknipprot, LC, fridlyst, 2026); Pyrola chlorantha (grönpyrola, LC, 2023)";552487;6413672;15.88458;57.86184
506;3;"Bevaka; begär tillsyn om avverkning inte skett";A 11401-2024;BOXHOLM;Avverkning tillåten: äldre anmälan;Medel;36.4;2024-03-21;-857;2029-03-20;0.4;0.419347384993825;Avverkning för att bevara och utveckla /försöksver;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 84); hög skog >= 20 m på 57 %";0;0;0;0;0;46;0;84;0;0.574;1356;Ivranäs;2;Idebo;"";"Alleniella complanata (platt fjädermossa, LC, 2024); Antitrichia curtipendula (fällmossa, LC, 2024); Daphne mezereum (tibast, LC, 2020); Porella platyphylla (trädporella, LC, 2021); Anomodon viticulosus (grov baronmossa, LC, 2024); Arthonia vinosa (rostfläck, LC, 2021); Lopadium disciforme (barkkornlav, LC, 2021); Scytinium lichenoides (traslav, LC, 2024); Agonimia allobata (slät fjällav, NT, 2020); Artomyces pyxidatus (kandelabersvamp, NT, 2020); Chaenotheca hispidula (parknål, NT, 2020); Lobaria pulmonaria (lunglav, NT, 2020)";518871;6427528;15.31916;57.98898
507;3;"Bevaka; begär tillsyn om avverkning inte skett";A 5707-2024;KINDA;Avverkning tillåten: äldre anmälan;Medel;36.2;2024-02-12;-895;2029-02-10;6.2;6.22931456665034;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 70); hög skog >= 20 m på 97 %";0;0;0;0;0;6;0;70.2;0;0.969;8691;Fundshult;2770;Skirsjöskogen;"";"";533925;6409481;15.57117;57.82599
508;3;"Bevaka; begär tillsyn om avverkning inte skett";A 59101-2025;KINDA;Avverkning tillåten: äldre anmälan;Medel;35.6;2025-11-27;-241;2030-11-26;2.7;5.59087916110903;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 74); hög skog >= 20 m på 93 %";0;0;0;0;0;0;0;73.5;0.002;0.928;4026;Gamla Måla;989;Mörkviken;"";"";530307;6437981;15.51392;58.08224
509;3;"Bevaka; begär tillsyn om avverkning inte skett";A 499-2024;FINSPÅNG;Avverkning tillåten: äldre anmälan;Medel;35.3;2024-01-08;-930;2029-01-06;5.3;5.3317359125128;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 81); hög skog >= 20 m på 88 %";0;0;0;0;0;5;0;80.9;0;0.884;5629;Motala äng;1577;Abborrsjön;"";"";544162;6533689;15.76736;58.94058
510;3;"Bevaka; begär tillsyn om avverkning inte skett";A 5706-2024;KINDA;Avverkning tillåten: äldre anmälan;Medel;35.3;2024-02-12;-895;2029-02-10;5.6;5.27282207935058;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 79); hög skog >= 20 m på 96 %";0;0;0;0;0;3;0;78.8;0;0.957;9103;Fundshult;3050;Skirsjöskogen;"";"";534261;6409489;15.57684;57.82604
511;3;"Bevaka; begär tillsyn om avverkning inte skett";A 60173-2023;FINSPÅNG;Avverkning tillåten: äldre anmälan;Medel;35;2023-11-28;-971;2028-11-26;5;5.0085425074134;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 71); hög skog >= 20 m på 97 %";0;0;0;0;0;7;0;70.9;0.006;0.966;7100;Stora Hjälmmossen;1930;Torstorpeskogen;"";"";538952;6505777;15.67198;58.69043
512;3;"Bevaka; begär tillsyn om avverkning inte skett";A 5099-2026;LINKÖPING;Avverkning tillåten: äldre anmälan;Medel;35;2026-01-27;-180;2031-01-26;5;5.00570305667189;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 74); hög skog >= 20 m på 96 %";0;0;0;0;0;0;0;73.5;0.004;0.958;6822;Södra Häggebo;3899;Limmernskogarna;"";"";526717;6455344;15.45502;58.23841
513;3;"Bevaka; begär tillsyn om avverkning inte skett";A 39659-2025;SÖDERKÖPING;Avverkning tillåten: äldre anmälan;Medel;34.9;2025-08-21;-339;2030-08-20;4.9;4.87780092059621;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 69 %";0;0;0;0;0;3;0;41.9;0;0.686;2350;Uvmarö;526;Södra Finnöskogen;"";Lucanus cervus (ekoxe, LC, fridlyst, 2026);609019;6463889;16.86022;58.30244
514;3;"Bevaka; begär tillsyn om avverkning inte skett";A 56710-2025;KINDA;Avverkning tillåten: äldre anmälan;Medel;34.8;2025-11-16;-252;2030-11-15;4.8;4.77819888003373;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 81 %";0;0;0;0;0;4;0.00211245393282205;37.2;0.155;0.812;2413;Idhult;2409;Boda;"";Lucanus cervus (ekoxe, LC, fridlyst, 2021);555847;6425458;15.94396;57.96729
515;3;"Bevaka; begär tillsyn om avverkning inte skett";A 15140-2025;FINSPÅNG;Avverkning tillåten: äldre anmälan;Medel;34.7;2025-03-28;-485;2030-03-27;4;4.71246316999848;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 72); hög skog >= 20 m på 93 %";0;0;0;0;0;0;0;72.5;0.007;0.931;2131;Magnehults domänreservat;1749;Pipmossens domänreservat;"";"";559833;6521959;16.03647;58.83336
516;3;"Bevaka; begär tillsyn om avverkning inte skett";A 1651-2022;MOTALA;Avverkning tillåten: äldre anmälan;Medel;34.5;2022-01-12;-1656;2027-01-11;4.5;4.5027079989987;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 71); hög skog >= 20 m på 97 %";0;0;0;0;0;0;0;70.7;0.012;0.966;8414;Ringarhultsån;8527;Hällestads-Torp;"";"";522451;6510984;15.38784;58.73836
517;3;"Bevaka; begär tillsyn om avverkning inte skett";A 35762-2025;BOXHOLM;Avverkning tillåten: äldre anmälan;Medel;34.5;2025-07-22;-369;2030-07-21;3.9;4.53715058998936;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 81); hög skog >= 20 m på 80 %";0;0;0;0;0;0;0;80.8;0;0.795;1749;Ivranäs;850;Idebo;"";"";517995;6425815;15.30422;57.97363
518;3;"Bevaka; begär tillsyn om avverkning inte skett";A 45483-2023;SÖDERKÖPING;Avverkning tillåten: äldre anmälan;Medel;34.1;2023-09-25;-1035;2028-09-23;3.9;4.06351007500456;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 95 %";0;0;0;0;0;5;0;46.5;0.005;0.954;1146;Svensmarö;1146;Svensmarö;"";Lucanus cervus (ekoxe, LC, fridlyst, 2026);603788;6464122;16.77112;58.3058
519;3;"Bevaka; begär tillsyn om avverkning inte skett";A 410-2025;SÖDERKÖPING;Avverkning tillåten: äldre anmälan;Medel;33.9;2025-01-06;-566;2030-01-05;3.9;3.93692358839409;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 73); hög skog >= 20 m på 100 %";0;0;0;0;0;1;0;72.6;0;1;6873;Ramunderberget;3105;Svartdalen;"";"";584608;6478609;16.44928;58.43999
520;3;"Bevaka; begär tillsyn om avverkning inte skett";A 47332-2025;MOTALA;Avverkning tillåten: äldre anmälan;Medel;33.9;2025-09-30;-299;2030-09-29;1.9;1.85777825834556;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hotad art (CR/EN/VU) inom området; hög skog >= 20 m på 97 %";0;0;0;1;1;1;0;60.3;0;0.966;5042;Vättern (norra);2034;Båsebergskogen;Ulmus glabra (skogsalm, EN, 2006);"";503472;6511168;15.05999;58.74059
521;3;"Bevaka; begär tillsyn om avverkning inte skett";A 9809-2024;FINSPÅNG;Avverkning tillåten: äldre anmälan;Medel;33.6;2024-03-11;-867;2029-03-10;3.6;3.64754854529407;Föryngringsavverkning;Normal skog;FALSE;TRUE;"allmän fridlyst art (t.ex. orkidé) inom 150 m, ej utlösande; hög skoglig naturvärdessannolikhet (HCVF 79); hög skog >= 20 m på 98 %";0;0;0;0;0;8;0;79.1;0.006;0.977;8605;Magnehults domänreservat;2755;Gäddöskogen;"";"Hepatica nobilis (blåsippa, LC, fridlyst, 2019); Pyrola chlorantha (grönpyrola, LC, 2019); Campanula cervicaria (skogsklocka, NT, 2018)";552380;6524852;15.90805;58.86031
522;3;"Bevaka; begär tillsyn om avverkning inte skett";A 40623-2025;ÅTVIDABERG;Avverkning tillåten: äldre anmälan;Medel;33.6;2025-08-27;-333;2030-08-26;2.4;3.57508557850638;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 74); hög skog >= 20 m på 91 %";0;0;0;0;0;65;0;74.2;0.032;0.906;2268;Ekhultebergen;857;Grävsätter;"";"Alleniella complanata (platt fjädermossa, LC, 2020); Antitrichia curtipendula (fällmossa, LC, 2020); Homalothecium sericeum (guldlockmossa, LC, 2020); Inocutis rheades (rävticka, LC, 2020); Sparassis crispa (blomkålssvamp, LC, 2020); Cladonia parasitica (dvärgbägarlav, NT, 2020); Hertelidea botryosa (vedskivlav, NT, 2020); Microcalicium ahlneri (kortskaftad ärgspik, NT, 2020)";575954;6446950;16.2907;58.15731
523;3;"Bevaka; begär tillsyn om avverkning inte skett";A 52048-2022;KINDA;Avverkning tillåten: äldre anmälan;Medel;33.5;2022-11-08;-1356;2027-11-07;3.5;3.4851250739105;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 83); hög skog >= 20 m på 96 %";0;0;0;0;0;3;0;82.7;0;0.964;5941;Pinnarpsbäcken/Stenån;6022;Skirsjöskogen;"";"";532904;6418373;15.55522;57.90594
524;3;"Bevaka; begär tillsyn om avverkning inte skett";A 54513-2025;YDRE;Avverkning tillåten: äldre anmälan;Medel;33.5;2025-11-04;-264;2030-11-03;3.2;3.46502937079668;Föryngringsavverkning;Normal skog;FALSE;TRUE;"rödlistad/bilaga IV-fridlyst art inom 150 m (6/8 §, buffertzon); hög skog >= 20 m på 94 %";0;0;0;0;0;2;0;26.8;0;0.942;2254;Fundshult;4074;Födekulla;"";"Corallorhiza trifida (korallrot, LC, fridlyst, 2023); Dactylorhiza maculata (fläcknycklar, LC, fridlyst, 2021)";529314;6404140;15.49289;57.77835
525;3;"Bevaka; begär tillsyn om avverkning inte skett";A 43020-2022;FINSPÅNG;Avverkning tillåten: äldre anmälan;Medel;33.3;2022-09-29;-1396;2027-09-28;3.3;3.28920854534527;Föryngringsavverkning;Normal skog;FALSE;TRUE;"hög skoglig naturvärdessannolikhet (HCVF 71); hög skog >= 20 m på 98 %";0;0;0;0;0;4;0;71.2;0.007;0.976;4872;Asketorp;2870;Regnaholms lövskog;"";"";544465;6530661;15.77202;58.91336
